step,wall_time,metric_name,value
329,1758584868.6220338,epoch,1.0
339,1758584869.250685,train_loss,0.05100897327065468
339,1758584869.2507234,epoch,1.0
349,1758584869.8836129,train_loss,0.05514838919043541
349,1758584869.8836682,epoch,1.0
359,1758584870.4977725,train_loss,0.0515473410487175
359,1758584870.4978323,epoch,1.0
369,1758584871.1089873,train_loss,0.053965695202350616
369,1758584871.1090407,epoch,1.0
379,1758584871.7231674,train_loss,0.051246434450149536
379,1758584871.7232208,epoch,1.0
389,1758584872.3560615,train_loss,0.05575784668326378
389,1758584872.356116,epoch,1.0
399,1758584872.972601,train_loss,0.05101179704070091
399,1758584872.9726386,epoch,1.0
409,1758584873.5840178,train_loss,0.05558464303612709
409,1758584873.5840545,epoch,1.0
419,1758584874.195526,train_loss,0.05120524391531944
419,1758584874.195585,epoch,1.0
429,1758584874.830072,train_loss,0.04950379580259323
429,1758584874.8301091,epoch,1.0
439,1758584875.4632487,train_loss,0.05083330348134041
439,1758584875.4632962,epoch,1.0
449,1758584876.081906,train_loss,0.058089397847652435
449,1758584876.081964,epoch,1.0
459,1758584876.6997483,train_loss,0.05194563418626785
459,1758584876.699802,epoch,1.0
469,1758584877.3317456,train_loss,0.05346006527543068
469,1758584877.3318014,epoch,1.0
479,1758584877.9476151,train_loss,0.054867733269929886
479,1758584877.947669,epoch,1.0
489,1758584878.5620043,train_loss,0.052148040384054184
489,1758584878.562059,epoch,1.0
499,1758584879.1776075,train_loss,0.05495273321866989
499,1758584879.1776636,epoch,1.0
509,1758584879.8117988,train_loss,0.0537647008895874
509,1758584879.8118541,epoch,1.0
519,1758584880.4783444,train_loss,0.05586927384138107
519,1758584880.4783864,epoch,1.0
529,1758584881.083229,train_loss,0.048573579639196396
529,1758584881.0832694,epoch,1.0
56,1758584881.7329435,val_loss_step,0.06156035512685776
57,1758584881.7550173,val_loss_step,0.0648609846830368
58,1758584881.7751741,val_loss_step,0.06733212620019913
59,1758584881.7954774,val_loss_step,0.06221471354365349
60,1758584881.8177125,val_loss_step,0.06364276260137558
61,1758584881.8376775,val_loss_step,0.06788106262683868
62,1758584881.8575404,val_loss_step,0.063857302069664
63,1758584881.8794384,val_loss_step,0.06580903381109238
64,1758584881.9131663,val_loss_step,0.06248091906309128
65,1758584881.933239,val_loss_step,0.06857598572969437
66,1758584881.9531074,val_loss_step,0.058978427201509476
67,1758584881.9731588,val_loss_step,0.05744493752717972
68,1758584881.9948587,val_loss_step,0.057374436408281326
69,1758584882.0143642,val_loss_step,0.05332152172923088
70,1758584882.0344596,val_loss_step,0.055303171277046204
71,1758584882.0588233,val_loss_step,0.05737616866827011
72,1758584882.0912766,val_loss_step,0.06172458454966545
73,1758584882.111593,val_loss_step,0.05924927815794945
74,1758584882.1315587,val_loss_step,0.06298652291297913
75,1758584882.151992,val_loss_step,0.05789488926529884
76,1758584882.173926,val_loss_step,0.058545537292957306
77,1758584882.193878,val_loss_step,0.06249171495437622
78,1758584882.213848,val_loss_step,0.057427193969488144
79,1758584882.2419033,val_loss_step,0.06297911703586578
80,1758584882.273174,val_loss_step,0.05692595988512039
81,1758584882.2931957,val_loss_step,0.06224800646305084
82,1758584882.312995,val_loss_step,0.05565275624394417
83,1758584882.3330953,val_loss_step,0.05806295573711395
84,1758584882.355248,val_loss_step,0.05953901633620262
85,1758584882.3752913,val_loss_step,0.06529176235198975
86,1758584882.3949327,val_loss_step,0.05722009390592575
87,1758584882.422705,val_loss_step,0.0608273446559906
88,1758584882.4532163,val_loss_step,0.06186647340655327
89,1758584882.4736152,val_loss_step,0.058212604373693466
90,1758584882.4935703,val_loss_step,0.05474031716585159
91,1758584882.5137846,val_loss_step,0.05080360919237137
92,1758584882.5358858,val_loss_step,0.05619148537516594
93,1758584882.5560489,val_loss_step,0.05121377483010292
94,1758584882.575656,val_loss_step,0.05420524254441261
95,1758584882.6027112,val_loss_step,0.05825663357973099
96,1758584882.633054,val_loss_step,0.054183702915906906
97,1758584882.6534624,val_loss_step,0.05438507720828056
98,1758584882.6736164,val_loss_step,0.057936716824769974
99,1758584882.693512,val_loss_step,0.05278326943516731
100,1758584882.7153165,val_loss_step,0.05679267644882202
101,1758584882.7360587,val_loss_step,0.05396132916212082
102,1758584882.756179,val_loss_step,0.05282082408666611
103,1758584882.7811189,val_loss_step,0.05641051381826401
104,1758584882.807433,val_loss_step,0.05361928045749664
105,1758584882.827035,val_loss_step,0.0556965246796608
106,1758584882.8462977,val_loss_step,0.05732247605919838
107,1758584882.8657205,val_loss_step,0.05407600849866867
108,1758584882.8870714,val_loss_step,0.05445796996355057
109,1758584882.9062393,val_loss_step,0.056239619851112366
110,1758584882.925221,val_loss_step,0.055084478110075
111,1758584882.9463267,val_loss_step,0.05740877985954285
535,1758584882.9486406,val_loss_epoch,0.05849553272128105
535,1758584882.9486759,epoch,1.0
536,1758584882.9520583,lr-Adam,6.721069075865671e-05
536,1758584882.9520867,lr-Adam-momentum,0.8999999761581421
539,1758584883.4647431,train_loss,0.05265119671821594
539,1758584883.4648476,epoch,2.0
549,1758584884.0794969,train_loss,0.05020394176244736
549,1758584884.0795352,epoch,2.0
559,1758584884.694888,train_loss,0.053463876247406006
559,1758584884.6949413,epoch,2.0
569,1758584885.3290617,train_loss,0.053698133677244186
569,1758584885.329126,epoch,2.0
579,1758584885.9424305,train_loss,0.05188143998384476
579,1758584885.9424853,epoch,2.0
589,1758584886.5572255,train_loss,0.05473821982741356
589,1758584886.5572803,epoch,2.0
599,1758584887.1723974,train_loss,0.053080230951309204
599,1758584887.1724517,epoch,2.0
609,1758584887.8106694,train_loss,0.05019511282444
609,1758584887.8107135,epoch,2.0
619,1758584888.4289713,train_loss,0.0506734773516655
619,1758584888.429031,epoch,2.0
629,1758584889.0512767,train_loss,0.05459175631403923
629,1758584889.0513313,epoch,2.0
639,1758584889.6657224,train_loss,0.051304712891578674
639,1758584889.6657765,epoch,2.0
649,1758584890.3287458,train_loss,0.05045823007822037
649,1758584890.328835,epoch,2.0
659,1758584890.945077,train_loss,0.055723756551742554
659,1758584890.945138,epoch,2.0
669,1758584891.5795262,train_loss,0.05297937989234924
669,1758584891.579593,epoch,2.0
679,1758584892.1899302,train_loss,0.05506684631109238
679,1758584892.1899827,epoch,2.0
689,1758584892.8237116,train_loss,0.04964960366487503
689,1758584892.8237653,epoch,2.0
699,1758584893.4363034,train_loss,0.052055686712265015
699,1758584893.436357,epoch,2.0
709,1758584894.0492027,train_loss,0.0567542165517807
709,1758584894.049256,epoch,2.0
719,1758584894.6643813,train_loss,0.05206877365708351
719,1758584894.6644351,epoch,2.0
729,1758584895.2974036,train_loss,0.05299733951687813
729,1758584895.2974558,epoch,2.0
739,1758584895.9145973,train_loss,0.050328951328992844
739,1758584895.9146502,epoch,2.0
749,1758584896.5303822,train_loss,0.053013335913419724
749,1758584896.530436,epoch,2.0
759,1758584897.1444016,train_loss,0.050857894122600555
759,1758584897.144455,epoch,2.0
769,1758584897.7790167,train_loss,0.04765059053897858
769,1758584897.7790706,epoch,2.0
779,1758584898.4122596,train_loss,0.048160020262002945
779,1758584898.4123142,epoch,2.0
789,1758584899.0247912,train_loss,0.05229926481842995
789,1758584899.0248456,epoch,2.0
799,1758584899.629697,train_loss,0.057309627532958984
799,1758584899.6297472,epoch,2.0
112,1758584900.1661437,val_loss_step,0.06041368469595909
113,1758584900.1871858,val_loss_step,0.06303421407938004
114,1758584900.2071784,val_loss_step,0.0666685625910759
115,1758584900.2276769,val_loss_step,0.061227791011333466
116,1758584900.2480183,val_loss_step,0.06304733455181122
117,1758584900.268591,val_loss_step,0.06663975119590759
118,1758584900.2908263,val_loss_step,0.06353678554296494
119,1758584900.3106487,val_loss_step,0.0650787502527237
120,1758584900.3453314,val_loss_step,0.06226290762424469
121,1758584900.365804,val_loss_step,0.06687565892934799
122,1758584900.386048,val_loss_step,0.05731628090143204
123,1758584900.4057858,val_loss_step,0.057646654546260834
124,1758584900.4261527,val_loss_step,0.05598901957273483
125,1758584900.448343,val_loss_step,0.052769195288419724
126,1758584900.4736364,val_loss_step,0.054256193339824677
127,1758584900.4943352,val_loss_step,0.05551248416304588
128,1758584900.5509424,val_loss_step,0.06106342002749443
129,1758584900.5806277,val_loss_step,0.05937840789556503
130,1758584900.605484,val_loss_step,0.06195984035730362
131,1758584900.6254542,val_loss_step,0.056830015033483505
132,1758584900.645807,val_loss_step,0.05811949819326401
133,1758584900.665901,val_loss_step,0.06121627241373062
134,1758584900.6880202,val_loss_step,0.056701209396123886
135,1758584900.7080517,val_loss_step,0.061221860349178314
136,1758584900.7470906,val_loss_step,0.055949289351701736
137,1758584900.7677412,val_loss_step,0.061099667102098465
138,1758584900.7881405,val_loss_step,0.05483400449156761
139,1758584900.808273,val_loss_step,0.057006463408470154
140,1758584900.8280153,val_loss_step,0.05794208496809006
141,1758584900.847994,val_loss_step,0.06389281898736954
142,1758584900.8698294,val_loss_step,0.05645156279206276
143,1758584900.8899364,val_loss_step,0.060336608439683914
144,1758584900.9284487,val_loss_step,0.060763899236917496
145,1758584900.9485257,val_loss_step,0.056697163730859756
146,1758584900.9687026,val_loss_step,0.05434034392237663
147,1758584900.9891376,val_loss_step,0.049647193402051926
148,1758584901.0092332,val_loss_step,0.05649504065513611
149,1758584901.0292313,val_loss_step,0.04934254661202431
150,1758584901.0509553,val_loss_step,0.053614694625139236
151,1758584901.070842,val_loss_step,0.057582173496484756
152,1758584901.1089475,val_loss_step,0.053095702081918716
153,1758584901.1288142,val_loss_step,0.05311558395624161
154,1758584901.1484592,val_loss_step,0.05676046758890152
155,1758584901.1684275,val_loss_step,0.0521053671836853
156,1758584901.1881394,val_loss_step,0.05503206327557564
157,1758584901.2074075,val_loss_step,0.05296185985207558
158,1758584901.2292733,val_loss_step,0.05311725661158562
159,1758584901.249514,val_loss_step,0.05523040518164635
160,1758584901.2809277,val_loss_step,0.052506983280181885
161,1758584901.3002765,val_loss_step,0.05508638173341751
162,1758584901.3197105,val_loss_step,0.056811071932315826
163,1758584901.3391755,val_loss_step,0.053410157561302185
164,1758584901.3589084,val_loss_step,0.05318606272339821
165,1758584901.3779497,val_loss_step,0.05490778386592865
166,1758584901.399265,val_loss_step,0.05501439422369003
167,1758584901.4188113,val_loss_step,0.05665142089128494
803,1758584901.4211876,val_loss_epoch,0.0575670450925827
803,1758584901.421237,epoch,2.0
804,1758584901.4248786,lr-Adam,6.721069075865671e-05
804,1758584901.4249074,lr-Adam-momentum,0.8999999761581421
809,1758584902.0630307,train_loss,0.05426601320505142
809,1758584902.0631409,epoch,3.0
819,1758584902.6808977,train_loss,0.0551166795194149
819,1758584902.6809645,epoch,3.0
829,1758584903.352634,train_loss,0.05069088190793991
829,1758584903.3526878,epoch,3.0
839,1758584903.965504,train_loss,0.05131431296467781
839,1758584903.9655643,epoch,3.0
849,1758584904.579755,train_loss,0.05229874327778816
849,1758584904.5798194,epoch,3.0
859,1758584905.2011917,train_loss,0.057318735867738724
859,1758584905.2012467,epoch,3.0
869,1758584905.8302515,train_loss,0.05676855519413948
869,1758584905.8303053,epoch,3.0
879,1758584906.4469695,train_loss,0.05401633679866791
879,1758584906.4470236,epoch,3.0
889,1758584907.0589204,train_loss,0.05665404722094536
889,1758584907.0589736,epoch,3.0
899,1758584907.6750414,train_loss,0.054426342248916626
899,1758584907.6750944,epoch,3.0
909,1758584908.3039036,train_loss,0.05122902989387512
909,1758584908.3039658,epoch,3.0
919,1758584908.9428468,train_loss,0.054280053824186325
919,1758584908.9428997,epoch,3.0
929,1758584909.553599,train_loss,0.0533565953373909
929,1758584909.5536528,epoch,3.0
939,1758584910.1689768,train_loss,0.05032989755272865
939,1758584910.169031,epoch,3.0
949,1758584910.7961638,train_loss,0.051979970186948776
949,1758584910.7962182,epoch,3.0
959,1758584911.4107795,train_loss,0.050131719559431076
959,1758584911.410833,epoch,3.0
969,1758584912.0240188,train_loss,0.056027308106422424
969,1758584912.0240712,epoch,3.0
979,1758584912.6438346,train_loss,0.051778703927993774
979,1758584912.6439064,epoch,3.0
989,1758584913.2703881,train_loss,0.053408183157444
989,1758584913.2704425,epoch,3.0
999,1758584913.8854446,train_loss,0.05047657713294029
999,1758584913.88551,epoch,3.0
1009,1758584914.4965172,train_loss,0.05524537339806557
1009,1758584914.4965923,epoch,3.0
1019,1758584915.1126554,train_loss,0.05187122896313667
1019,1758584915.1126947,epoch,3.0
1029,1758584915.7408583,train_loss,0.05316444858908653
1029,1758584915.7409105,epoch,3.0
1039,1758584916.3767989,train_loss,0.0544024296104908
1039,1758584916.3768535,epoch,3.0
1049,1758584916.990413,train_loss,0.054175686091184616
1049,1758584916.9904666,epoch,3.0
1059,1758584917.61073,train_loss,0.05170590430498123
1059,1758584917.610786,epoch,3.0
1069,1758584918.2176266,train_loss,0.050608664751052856
1069,1758584918.2176683,epoch,3.0
168,1758584918.6200824,val_loss_step,0.05711529031395912
169,1758584918.6506307,val_loss_step,0.05935888737440109
170,1758584918.6702838,val_loss_step,0.06249505281448364
171,1758584918.689983,val_loss_step,0.058652114123106
172,1758584918.7155962,val_loss_step,0.05977800861001015
173,1758584918.7374716,val_loss_step,0.06368143111467361
174,1758584918.757661,val_loss_step,0.0605245940387249
175,1758584918.7780943,val_loss_step,0.06273927539587021
176,1758584918.8004103,val_loss_step,0.05843161791563034
177,1758584918.828664,val_loss_step,0.06353028118610382
178,1758584918.8496072,val_loss_step,0.05351325869560242
179,1758584918.8700402,val_loss_step,0.053177252411842346
180,1758584918.9163811,val_loss_step,0.051104653626680374
181,1758584918.951017,val_loss_step,0.048966556787490845
182,1758584918.9790232,val_loss_step,0.049705784767866135
183,1758584919.0011358,val_loss_step,0.052583906799554825
184,1758584919.0228229,val_loss_step,0.05656268075108528
185,1758584919.0732052,val_loss_step,0.055051371455192566
186,1758584919.1032732,val_loss_step,0.05754844471812248
187,1758584919.130089,val_loss_step,0.05266093090176582
188,1758584919.1562672,val_loss_step,0.053540248423814774
189,1758584919.1782658,val_loss_step,0.057391148060560226
190,1758584919.1990108,val_loss_step,0.05326268821954727
191,1758584919.2191424,val_loss_step,0.05715788155794144
192,1758584919.2421207,val_loss_step,0.05215361714363098
193,1758584919.2717924,val_loss_step,0.05768799036741257
194,1758584919.2916896,val_loss_step,0.05036472529172897
195,1758584919.311592,val_loss_step,0.0539916567504406
196,1758584919.3380933,val_loss_step,0.05376734212040901
197,1758584919.3580031,val_loss_step,0.06026602163910866
198,1758584919.3783357,val_loss_step,0.05084512382745743
199,1758584919.3986096,val_loss_step,0.056618452072143555
200,1758584919.4209485,val_loss_step,0.05677233636379242
201,1758584919.4519095,val_loss_step,0.052115485072135925
202,1758584919.4719465,val_loss_step,0.052147068083286285
203,1758584919.492171,val_loss_step,0.04621720314025879
204,1758584919.5189931,val_loss_step,0.05148451775312424
205,1758584919.5386896,val_loss_step,0.04592759534716606
206,1758584919.5585449,val_loss_step,0.049802809953689575
207,1758584919.578617,val_loss_step,0.05265619233250618
208,1758584919.6006784,val_loss_step,0.04896022751927376
209,1758584919.6517868,val_loss_step,0.050101928412914276
210,1758584919.6834748,val_loss_step,0.052631303668022156
211,1758584919.7112026,val_loss_step,0.047008439898490906
212,1758584919.738864,val_loss_step,0.05090409517288208
213,1758584919.7584646,val_loss_step,0.047745052725076675
214,1758584919.778734,val_loss_step,0.048741914331912994
215,1758584919.7987273,val_loss_step,0.051268547773361206
216,1758584919.8204894,val_loss_step,0.05013980343937874
217,1758584919.869441,val_loss_step,0.05055063217878342
218,1758584919.90161,val_loss_step,0.05403174087405205
219,1758584919.9297566,val_loss_step,0.04888567700982094
220,1758584919.9560266,val_loss_step,0.04923873022198677
221,1758584919.9755692,val_loss_step,0.05169970542192459
222,1758584919.99496,val_loss_step,0.05096729099750519
223,1758584920.0142806,val_loss_step,0.054155200719833374
1071,1758584920.0164652,val_loss_epoch,0.0537211112678051
1071,1758584920.0165153,epoch,3.0
1072,1758584939.0286465,lr-Adam,6.721069075865671e-05
1072,1758584939.028727,lr-Adam-momentum,0.8999999761581421
1079,1758584939.8183043,train_loss,0.05455300211906433
1079,1758584939.8183823,epoch,4.0
1089,1758584940.4479256,train_loss,0.05482596158981323
1089,1758584940.4479792,epoch,4.0
1099,1758584941.06553,train_loss,0.05603944510221481
1099,1758584941.0655985,epoch,4.0
1109,1758584941.6772206,train_loss,0.05280391499400139
1109,1758584941.677275,epoch,4.0
1119,1758584942.2933686,train_loss,0.04852466657757759
1119,1758584942.2934227,epoch,4.0
1129,1758584942.9410295,train_loss,0.055782828480005264
1129,1758584942.9410834,epoch,4.0
1139,1758584943.556752,train_loss,0.05038975924253464
1139,1758584943.5568056,epoch,4.0
1149,1758584944.170656,train_loss,0.05078590661287308
1149,1758584944.170728,epoch,4.0
1159,1758584944.7975624,train_loss,0.0528053417801857
1159,1758584944.7976234,epoch,4.0
1169,1758584945.4262512,train_loss,0.051185037940740585
1169,1758584945.4263055,epoch,4.0
1179,1758584946.0452192,train_loss,0.05116160959005356
1179,1758584946.0452738,epoch,4.0
1189,1758584946.6584432,train_loss,0.055722251534461975
1189,1758584946.658481,epoch,4.0
1199,1758584947.2784257,train_loss,0.05379035323858261
1199,1758584947.2784853,epoch,4.0
1209,1758584947.9030793,train_loss,0.05099209398031235
1209,1758584947.9031339,epoch,4.0
1219,1758584948.5216248,train_loss,0.05234711989760399
1219,1758584948.5216794,epoch,4.0
1229,1758584949.136687,train_loss,0.051915328949689865
1229,1758584949.1367416,epoch,4.0
1239,1758584949.7691271,train_loss,0.04856975004076958
1239,1758584949.7691813,epoch,4.0
1249,1758584950.3978677,train_loss,0.04814153164625168
1249,1758584950.397923,epoch,4.0
1259,1758584951.0182164,train_loss,0.04793420433998108
1259,1758584951.0182745,epoch,4.0
1269,1758584951.632253,train_loss,0.05111508071422577
1269,1758584951.632306,epoch,4.0
1279,1758584952.253115,train_loss,0.051446329802274704
1279,1758584952.2531686,epoch,4.0
1289,1758584952.8783445,train_loss,0.05065464600920677
1289,1758584952.8783827,epoch,4.0
1299,1758584953.4974227,train_loss,0.053154539316892624
1299,1758584953.497461,epoch,4.0
1309,1758584954.1103032,train_loss,0.0520896352827549
1309,1758584954.110341,epoch,4.0
1319,1758584954.734478,train_loss,0.050942812114953995
1319,1758584954.7345448,epoch,4.0
1329,1758584955.3820531,train_loss,0.05144774913787842
1329,1758584955.3821156,epoch,4.0
1339,1758584955.986718,train_loss,0.04539620876312256
1339,1758584955.9867568,epoch,4.0
224,1758584956.2963288,val_loss_step,0.05501136928796768
225,1758584956.317465,val_loss_step,0.056439634412527084
226,1758584956.3374221,val_loss_step,0.059858061373233795
227,1758584956.3633902,val_loss_step,0.05733363330364227
228,1758584956.3830905,val_loss_step,0.05742548033595085
229,1758584956.4029534,val_loss_step,0.06156793609261513
230,1758584956.4231565,val_loss_step,0.05828392878174782
231,1758584956.4432738,val_loss_step,0.05945499241352081
232,1758584956.4755857,val_loss_step,0.05580594390630722
233,1758584956.495967,val_loss_step,0.0602555088698864
234,1758584956.51589,val_loss_step,0.050691258162260056
235,1758584956.543981,val_loss_step,0.05024232715368271
236,1758584956.5641475,val_loss_step,0.04808250814676285
237,1758584956.584526,val_loss_step,0.045421045273542404
238,1758584956.6051588,val_loss_step,0.045639682561159134
239,1758584956.6254842,val_loss_step,0.04968218877911568
240,1758584956.658662,val_loss_step,0.05317294970154762
241,1758584956.6785574,val_loss_step,0.05174926295876503
242,1758584956.698751,val_loss_step,0.05510091036558151
243,1758584956.746739,val_loss_step,0.04889561980962753
244,1758584956.779221,val_loss_step,0.050348810851573944
245,1758584956.807703,val_loss_step,0.053281836211681366
246,1758584956.8300264,val_loss_step,0.05116024240851402
247,1758584956.8517478,val_loss_step,0.054690707474946976
248,1758584956.8842397,val_loss_step,0.04867628216743469
249,1758584956.904164,val_loss_step,0.05587480962276459
250,1758584956.9241695,val_loss_step,0.04741745442152023
251,1758584956.9512537,val_loss_step,0.04955526441335678
252,1758584956.9718187,val_loss_step,0.048994630575180054
253,1758584956.9919329,val_loss_step,0.057016707956790924
254,1758584957.0123765,val_loss_step,0.046211209148168564
255,1758584957.033365,val_loss_step,0.0544455461204052
256,1758584957.0663443,val_loss_step,0.05385163053870201
257,1758584957.0864189,val_loss_step,0.04931619018316269
258,1758584957.1063643,val_loss_step,0.048983123153448105
259,1758584957.1331263,val_loss_step,0.04345829039812088
260,1758584957.1534116,val_loss_step,0.048240356147289276
261,1758584957.1733642,val_loss_step,0.04353663697838783
262,1758584957.194004,val_loss_step,0.04534491151571274
263,1758584957.2142875,val_loss_step,0.04904146119952202
264,1758584957.2471175,val_loss_step,0.04518333449959755
265,1758584957.2666628,val_loss_step,0.04639967903494835
266,1758584957.2861888,val_loss_step,0.04899659380316734
267,1758584957.3104208,val_loss_step,0.0439155250787735
268,1758584957.3297641,val_loss_step,0.04690229520201683
269,1758584957.3492875,val_loss_step,0.043847814202308655
270,1758584957.3686473,val_loss_step,0.04730244725942612
271,1758584957.3880239,val_loss_step,0.047720178961753845
272,1758584957.4162886,val_loss_step,0.04726685211062431
273,1758584957.435622,val_loss_step,0.04769904166460037
274,1758584957.4553604,val_loss_step,0.05005006119608879
275,1758584957.4777067,val_loss_step,0.04675471782684326
276,1758584957.497123,val_loss_step,0.04655414819717407
277,1758584957.5168643,val_loss_step,0.04936470463871956
278,1758584957.5362458,val_loss_step,0.04771622642874718
